group,Lead_h,model,n,Rup_q95,Rdown_q95,MAE,RMSE,TOPSIS_C,w_MAE,w_RMSE,w_Rup_q95,w_Rdown_q95
non_ramp,3,Fcst_FUSE_RAMP_ENHANCED,586,0.16207200498717922,0.239989566874584,0.09010125443852765,0.12706892594709115,0.5076695470890913,0.19505602483523823,0.19272247627492897,0.29030722390986674,0.32191427497996605
non_ramp,3,Fcst_KF,586,0.20176767830960857,0.16815088151855237,0.08487553394964117,0.12097965142783725,0.6263664510732765,0.19505602483523823,0.19272247627492897,0.29030722390986674,0.32191427497996605
non_ramp,3,Fcst_LSTM,586,0.14579466372451827,0.24571728568446657,0.09441551873969702,0.13264738619705668,0.5328632418908816,0.19505602483523823,0.19272247627492897,0.29030722390986674,0.32191427497996605
non_ramp,3,Fcst_RAW,586,0.24869971979736932,0.1603998575751412,0.09037413325156898,0.13205617298439667,0.460412663894947,0.19505602483523823,0.19272247627492897,0.29030722390986674,0.32191427497996605
non_ramp,6,Fcst_FUSE_RAMP_ENHANCED,586,0.1784910099477614,0.24672075130182725,0.09316238920712716,0.12964308696741067,0.5476429376811603,0.21528901302713283,0.2198529129811291,0.290821816638887,0.2740362573528512
non_ramp,6,Fcst_KF,586,0.22232186882803812,0.18244865817167652,0.09009839699998609,0.12577688102730433,0.5797649713558378,0.21528901302713283,0.2198529129811291,0.290821816638887,0.2740362573528512
non_ramp,6,Fcst_LSTM,586,0.1657067237090507,0.2686361809558001,0.0970398189039771,0.13397340459458928,0.5104032443464062,0.21528901302713283,0.2198529129811291,0.290821816638887,0.2740362573528512
non_ramp,6,Fcst_RAW,586,0.24367270243854103,0.199690577117363,0.09411092974453536,0.1358341159228167,0.42239332269366403,0.21528901302713283,0.2198529129811291,0.290821816638887,0.2740362573528512
non_ramp,9,Fcst_FUSE_RAMP_ENHANCED,586,0.1915683412396129,0.20889829960745238,0.08846152549392353,0.12440493455681864,0.6791733057481182,0.20087848991780577,0.21615596064835602,0.2734859838686326,0.3094795655652056
non_ramp,9,Fcst_KF,586,0.22434397620302277,0.1763446571195807,0.08520166279325186,0.11996552916492828,0.695178358788497,0.20087848991780577,0.21615596064835602,0.2734859838686326,0.3094795655652056
non_ramp,9,Fcst_LSTM,586,0.18070170275155106,0.2529580708276278,0.09445520898579608,0.13093718059051762,0.45477549276774887,0.20087848991780577,0.21615596064835602,0.2734859838686326,0.3094795655652056
non_ramp,9,Fcst_RAW,586,0.2576693787654328,0.1845207193898703,0.09323508323047414,0.1356635957761024,0.49641289921099413,0.20087848991780577,0.21615596064835602,0.2734859838686326,0.3094795655652056
non_ramp,12,Fcst_FUSE_RAMP_ENHANCED,586,0.16330562426308903,0.2531132417439364,0.08854568050725253,0.13365708890343161,0.5929807585523678,0.2604329742045431,0.2195505502080571,0.2801306862999922,0.23988578928740756
non_ramp,12,Fcst_KF,586,0.2250817795858597,0.17645239058017825,0.08690202943277933,0.1286527957110537,0.521518611819902,0.2604329742045431,0.2195505502080571,0.2801306862999922,0.23988578928740756
non_ramp,12,Fcst_LSTM,586,0.15010202079286705,0.27737434359623014,0.09573101946776964,0.1417854229890192,0.5469058434898132,0.2604329742045431,0.2195505502080571,0.2801306862999922,0.23988578928740756
non_ramp,12,Fcst_RAW,586,0.24483291599673207,0.20029273353144605,0.09490073699220185,0.14493642206173438,0.36548353990025373,0.2604329742045431,0.2195505502080571,0.2801306862999922,0.23988578928740756
non_ramp,15,Fcst_FUSE_RAMP_ENHANCED,586,0.17146003532202292,0.2678933346505903,0.09373935603473872,0.1433658770632498,0.6436506822015297,0.262829977129186,0.2190193577990053,0.31267448776653295,0.20547617730527587
non_ramp,15,Fcst_KF,586,0.23277131930893336,0.18270065066028746,0.09179908685068358,0.13648256387259666,0.489852909400343,0.262829977129186,0.2190193577990053,0.31267448776653295,0.20547617730527587
non_ramp,15,Fcst_LSTM,586,0.1607755660643341,0.28630418872255187,0.09818549358111327,0.1479931882429445,0.6190469321514549,0.262829977129186,0.2190193577990053,0.31267448776653295,0.20547617730527587
non_ramp,15,Fcst_RAW,586,0.25925818150519353,0.226953067661399,0.10109762030029021,0.1551625125106007,0.24264263194832478,0.262829977129186,0.2190193577990053,0.31267448776653295,0.20547617730527587
non_ramp,18,Fcst_FUSE_RAMP_ENHANCED,586,0.18253153483172269,0.23849977430215802,0.0934292735829024,0.13657981384982357,0.5494956806175056,0.22572894583999809,0.22606639498627934,0.29365113201727294,0.2545535271564496
non_ramp,18,Fcst_KF,586,0.22183062625194722,0.16671166470933357,0.08717410324674532,0.12716089307897221,0.642646286163176,0.22572894583999809,0.22606639498627934,0.29365113201727294,0.2545535271564496
non_ramp,18,Fcst_LSTM,586,0.1672811869433471,0.27510923118311287,0.10255930929836331,0.1479313837377645,0.46306412073174624,0.22572894583999809,0.22606639498627934,0.29365113201727294,0.2545535271564496
non_ramp,18,Fcst_RAW,586,0.24825545378721275,0.19839542208922561,0.09946122807636552,0.14978151051511127,0.40499186326722725,0.22572894583999809,0.22606639498627934,0.29365113201727294,0.2545535271564496
ramp,3,Fcst_FUSE_RAMP_ENHANCED,149,0.2783112781767115,0.38770300856474504,0.14876546032558116,0.1990842615295395,0.6260215453617712,0.24938440303441395,0.32764527502822255,0.24239194954566218,0.18057837239170146
ramp,3,Fcst_KF,149,0.39755648298490087,0.32070066562024896,0.17066595853512878,0.21677231750979045,0.2852683848723408,0.24938440303441395,0.32764527502822255,0.24239194954566218,0.18057837239170146
ramp,3,Fcst_LSTM,149,0.2606258007669628,0.40940133914866156,0.1458914712868498,0.1991876304921829,0.6191726482888914,0.24938440303441395,0.32764527502822255,0.24239194954566218,0.18057837239170146
ramp,3,Fcst_RAW,149,0.3619474327940114,0.275605499669389,0.16848970673498115,0.214811169867104,0.46040432321412217,0.24938440303441395,0.32764527502822255,0.24239194954566218,0.18057837239170146
ramp,6,Fcst_FUSE_RAMP_ENHANCED,149,0.3607300500347075,0.3493736135991168,0.1499497630062144,0.19944092018613557,0.49762822160700815,0.2481215770971492,0.25858027496505026,0.2524484651509111,0.2408496827868895
ramp,6,Fcst_KF,149,0.4178037384003947,0.27704246455721365,0.17858454227494075,0.22063247278295778,0.48375138983981414,0.2481215770971492,0.25858027496505026,0.2524484651509111,0.2408496827868895
ramp,6,Fcst_LSTM,149,0.34753721276459626,0.3711332959315787,0.14580494248413592,0.19709588538784148,0.477018404678914,0.2481215770971492,0.25858027496505026,0.2524484651509111,0.2408496827868895
ramp,6,Fcst_RAW,149,0.3713702640502959,0.26224796949141643,0.1664892125860696,0.2157191452157582,0.6796677564996711,0.2481215770971492,0.25858027496505026,0.2524484651509111,0.2408496827868895
ramp,9,Fcst_FUSE_RAMP_ENHANCED,149,0.29396085532954497,0.31922305142669277,0.14408618164509357,0.18550712491985596,0.600924331914621,0.2772378556883593,0.34787783234720726,0.20987527411199725,0.1650090378524362
ramp,9,Fcst_KF,149,0.3836002198812478,0.24498569332697417,0.15979315709592737,0.20047069162676742,0.3637838353887312,0.2772378556883593,0.34787783234720726,0.20987527411199725,0.1650090378524362
ramp,9,Fcst_LSTM,149,0.2531569834790376,0.34701455003965564,0.14184191074014585,0.185905111084661,0.6357040140164185,0.2772378556883593,0.34787783234720726,0.20987527411199725,0.1650090378524362
ramp,9,Fcst_RAW,149,0.3400393306317227,0.3162304484163564,0.1583745378903689,0.19686413074471548,0.3023939118856062,0.2772378556883593,0.34787783234720726,0.20987527411199725,0.1650090378524362
ramp,12,Fcst_FUSE_RAMP_ENHANCED,149,0.3286912132878028,0.37812194224402307,0.16588865589286825,0.21852098248547194,0.5260475312592324,0.24874680662475424,0.31599959003443584,0.22110102082419825,0.2141525825166117
ramp,12,Fcst_KF,149,0.4154476478001889,0.33867282488003964,0.18046950039268966,0.2352429193143862,0.31263922158213836,0.24874680662475424,0.31599959003443584,0.22110102082419825,0.2141525825166117
ramp,12,Fcst_LSTM,149,0.28051499332727675,0.412952963294844,0.16088237794912974,0.21603170820118914,0.5657283695776247,0.24874680662475424,0.31599959003443584,0.22110102082419825,0.2141525825166117
ramp,12,Fcst_RAW,149,0.36657429902301386,0.29266753478704116,0.17299375653676122,0.22539260780784273,0.5781095164530721,0.24874680662475424,0.31599959003443584,0.22110102082419825,0.2141525825166117
ramp,15,Fcst_FUSE_RAMP_ENHANCED,149,0.29497705817759534,0.35146217517303985,0.16455518585850284,0.20886224283790686,0.6540980812506008,0.31566593038885543,0.2752650395866853,0.25593889112878654,0.15313013889567265
ramp,15,Fcst_KF,149,0.3566386800481253,0.31781116876786514,0.1815674465474766,0.22534303824601448,0.26390646244324717,0.31566593038885543,0.2752650395866853,0.25593889112878654,0.15313013889567265
ramp,15,Fcst_LSTM,149,0.2843438968375504,0.3500720078832208,0.16490219673367212,0.21008108187879074,0.6805123956145622,0.31566593038885543,0.2752650395866853,0.25593889112878654,0.15313013889567265
ramp,15,Fcst_RAW,149,0.38257720958712316,0.2670194505068078,0.17978913359570003,0.22379426623959464,0.32655628866739755,0.31566593038885543,0.2752650395866853,0.25593889112878654,0.15313013889567265
ramp,18,Fcst_FUSE_RAMP_ENHANCED,149,0.3322810515780614,0.36304914733544164,0.17247574070146246,0.22098610884539946,0.6875037046598204,0.2856168454493976,0.270757873204965,0.1907897607333864,0.252835520612251
ramp,18,Fcst_KF,149,0.36300508322003977,0.33501686475978093,0.18482643980750668,0.2357233508519378,0.566781690909447,0.2856168454493976,0.270757873204965,0.1907897607333864,0.252835520612251
ramp,18,Fcst_LSTM,149,0.3142010189273605,0.40811169142592346,0.17152700232760487,0.21965559590201664,0.47323262530563104,0.2856168454493976,0.270757873204965,0.1907897607333864,0.252835520612251
ramp,18,Fcst_RAW,149,0.3786011648924252,0.34665911232745067,0.17824223397238018,0.22918145951349278,0.5306449268098128,0.2856168454493976,0.270757873204965,0.1907897607333864,0.252835520612251
